Size	Npops	PC0	PC1	PC2	PC3	PC4	PC5	PC6	PC7
100	6	0.39957236590838285	0.16502485667173708	0.07651315182466369	0.015875200507731595	-0.027818714103914663	0.01875157587656574	-0.03966067325248591	0.050653503030678754
100	7	0.6368093480413365	0.27756565690434776	0.12047841563507396	0.09625478840078723	0.03860031146098145	0.03759429153737486	0.10175086246026727	-0.010850679770892172
100	8	0.09577169551319126	0.0457221984729037	0.17393680323338934	0.010842095219853657	0.014526369405626178	-0.04267248098345113	-0.057314769611934456	-0.07023117343579288
100	9	0.09627519908671718	0.0677930673850083	0.057674126344695695	0.018139477887298205	-0.024254574441247862	-0.011556926383795043	-0.05869892748974095	-0.08492899541236652
110	3	0.8679823671158794	0.7978536083552762	0.11023415284650909	-0.05666898847068965	-0.0774704034897826	0.1411951651911273	0.003324590887311832	-0.013217398061705512
110	4	0.8298666824316975	0.7267733320413782	0.8169671065094339	0.0738749305237897	0.042284834755175214	0.014796186689593928	-0.05374918727325759	-0.05597746312357419
110	5	0.790135844361872	0.5074787373527988	0.5168721119665679	0.6338567147953565	0.033935694518801435	0.11390523063507392	-0.04570874563557395	0.043719354739165744
110	6	0.6319143719942489	0.27999493019265587	0.08054475840577176	0.23208934667373476	0.2593132506058632	0.055255548748603146	-0.037678844212083354	0.04370830903707909
110	7	0.2510659913113949	0.08725984887591343	0.04799890084123142	0.08137922294390024	0.0012021029867203053	0.024085314723788935	-0.024373137467730673	-0.04338131773910735
110	8	0.6504187096475439	0.25789089336808246	0.17715006869333802	0.06181687121846545	0.11133076799602236	0.06569362412368364	0.10061451882425823	-0.006242823703877718
110	9	0.2909385945182184	0.03036803507114393	0.08262254158067973	-0.06227973273960016	-0.028952442407754957	0.05630292784425371	0.0019746025537034566	-0.07004357576686607
120	3	0.7970474810993219	0.7408179828317689	0.11575468177236925	-0.17355513196047997	0.057176268407709036	0.014455804049879168	0.09697006504723465	-0.17380663408611452
120	4	0.7996176458922774	0.6477228568905967	0.8041016297091058	0.03773097258713134	0.07087624503417679	0.011599648417599558	-0.024814949618301278	-0.030939369952313736
120	5	0.755147184921036	0.555039133009073	0.4258839169899083	0.42643383942175633	-0.036071963154079796	0.020947113331358964	-0.027676952436797086	0.03302928122689493
120	6	0.725831385650036	0.4768822967631549	0.42288615043820166	0.4851162589328857	0.5400919588861735	0.0886167196483624	0.039057731932968	0.007199408658095169
120	7	0.20335851201111615	0.07963987451995094	0.052993260459404695	-0.026573496059106114	-0.0021937940372054893	-0.024009067587160534	0.022581937087255505	-0.032063214239019484
120	8	0.36293737151569766	0.01780622256182824	-0.01761605731270367	0.021875419413794905	-0.07031121583644594	-0.007017115732614021	-0.08173522485763017	-0.03796907521613899
120	9	0.6867263780068987	0.3209181918501629	0.233609958627686	0.05400647355657919	0.12089279871159009	0.10911829048744497	0.13080998379634848	0.16185516381100376
130	3	0.8759377880583272	0.8799220666463179	-0.021206249974880905	-0.10346238112542872	-0.05308847002604351	-0.11892957448456766	0.1476141475886736	0.06875939781886917
130	4	0.7817000989149661	0.6161168604843622	0.7178690384430348	0.12251818452192868	-0.014035419978080442	-0.053398088499235816	-0.025921835553434382	0.09282423155839122
130	5	0.8285740600509843	0.6545607621392595	0.6382547815089312	0.7078813470704938	0.1093477895902585	0.04851602451771075	-0.016936267646132926	0.038016911374924744
130	6	0.6859567666944719	0.33344965285085837	0.07731718598841247	0.17333532206950203	0.17727446943273414	-0.010024758854152388	0.009294178186861422	0.0207089556926711
130	7	0.5977066893110053	0.29452087998892384	0.09286585630906556	0.16586134142507955	0.08453764508750024	0.1336268080497543	0.04874254388872599	-0.02489765842774928
130	8	0.2962194237473231	0.05710727073467417	0.02416564433008378	-0.019322663395769508	-0.03451131446376292	-0.0527341176878796	-0.03294220341047429	0.02077722505934725
130	9	0.06968078481901031	0.03859872180781466	-0.015208839374301371	-0.022553609002850795	-0.03846267720804822	-0.0015714014248401898	-0.04495225057791892	-0.04347529486860776
140	3	0.8734675501903588	0.7825315906101474	0.18370884350550248	-0.07723523493311896	0.0553006174914719	-0.08403142041189163	-0.12471611872024689	0.016692773064172904
140	4	0.845472681030791	0.7050756737081652	0.8408520224992369	0.04437651057937792	0.02895623041850108	-0.07343282937957939	-0.010291496173006117	0.10513714789825654
140	5	0.8180808331590587	0.5820405992012474	0.5615232105249027	0.7657053550977722	0.035777224835478794	-0.008225512755128218	0.08065761783677254	-0.001901856375767764
140	6	0.4306506616840353	0.18709426235698004	0.13171143420919076	-0.009056446270840544	0.061122389259924664	-0.006474525453532153	0.002514843069872544	0.017686794517046377
140	7	0.4203938297097345	0.036724348813937706	0.0371037906686753	0.03822081981909908	-0.010422696899825355	0.028167756097871515	-0.0398415427375855	0.03287923614262754
140	8	0.14755432106601854	0.04062894921697538	0.06483401370559777	0.049340547254467376	-0.023476208766362288	0.0002124202931661289	-0.010056449889275908	0.0015168947805228447
140	9	0.1270786768034378	0.05601764864604544	0.01663245724375796	0.013438094784625485	-0.0029144477279609894	-0.007342369870335525	-0.042377289396335414	-0.060629682030333136
150	3	0.8295154209001893	0.8298102717091197	0.007367898134491397	0.15553399551925887	-0.06091863491756434	0.09114850585207246	0.011304503412389888	0.0791165904913359
150	4	0.7352083760428401	0.6273286389692837	0.8473202519062527	0.2148297985166412	-0.06582417041752332	0.11796203684866989	0.022134003386763766	0.08573089524968791
150	5	0.6544358719300121	0.4003416234546598	0.38859940707695817	0.6125274143538839	0.05005556432327532	-0.020604267161442587	0.020693669017888782	0.004928785265125317
150	6	0.6695644220512622	0.3065901526866286	0.11319008286063784	0.19386278835342224	0.3612615223271726	-0.08055866223318806	0.03258834446026833	0.021312004337052243
150	7	0.6100692643394485	0.3158817672292038	0.1582934145325066	0.06909788244785303	0.18214216803990402	0.3097171826801744	0.0014801124507799392	0.046211671921406086
150	8	0.6389514847319251	0.40497689999655	0.26210592693484297	0.15872663164001724	0.06574558914619802	0.16230862578978725	0.3033280883979642	0.01839418522015812
150	9	0.0953361513024597	0.03513139483806306	0.024980278524355047	-0.016570751335819315	0.0032677350227919896	-0.022568671336258228	-0.013102959128987055	0.012999487810086233
160	3	0.8322998779734299	0.7840225015232587	0.11635466274716057	-0.07532211880685391	0.016740696113007738	-0.0363615627906737	0.08987281918613967	-0.07932644387589373
160	4	0.7815931752115362	0.6402607939127684	0.7429544859355083	-0.009743535577570414	-0.10974753928318469	0.06843780374759825	-0.06895934679424716	0.05220657194366123
160	5	0.7982924846145228	0.529761184203807	0.4966575131230202	0.5965236290507979	-0.08794580910975018	0.04197457124936674	-0.05832924261141299	-0.06165024859454174
160	6	0.7320835742251098	0.48880609916905926	0.4215860390401241	0.40355066942400764	0.5816686332946079	-0.0028087248744864844	0.011129462767245519	0.0478504899628244
160	7	0.6659546076760605	0.4079313260658307	0.20151163848494483	0.19087096043404508	0.21349352186834056	0.3190976319624212	-0.007558126956795586	0.11392534873277314
160	8	0.1956734538248824	0.06445273600147879	0.06635736107039014	-0.008132998688491738	0.006717387129794297	0.00668843071024171	-0.007459243209334674	-0.007545808089068161
160	9	0.15349017056256503	0.11488303102310547	0.04671229802529283	0.009092987518946952	-0.005728117470189636	-0.006986692356669705	0.026162031525940564	-0.013824243488485275
170	3	0.8308379507858397	0.827407849349581	-0.019807774391608902	-0.1668663199778763	0.09843732551038856	0.1258538331168193	-0.06011499115068814	0.10602290074380791
170	4	0.8546637603887213	0.7058662673145519	0.817241225877431	0.06001661439822706	-0.020379379072670286	-0.10420291148411441	0.0065308775811229545	-0.018930179681083303
170	5	0.8515895937878062	0.600713193556276	0.47880311313099677	0.6674234607541711	0.03376210874642743	-0.04301626330370968	-0.039308356378741194	0.0336885204922009
170	6	0.7757661104440561	0.6140643395356378	0.581291930142886	0.5375828888865816	0.6880489919891187	-0.07477731452077602	0.03972921289587306	0.2751042230684602
170	7	0.6804600419767233	0.4875434600001164	0.48674118040215286	0.4044208045740458	0.5584743454135215	0.7093602250285348	0.008822526361252366	0.0032562532648463477
170	8	0.7385034005376968	0.45433222988688954	0.29586129460927435	0.1896168046362624	0.2149502698567808	0.24606400123512412	0.352017066222522	0.04145836433705571
170	9	0.172410134834462	0.039457391250042675	0.033489539587236807	0.04445311407912105	0.03199737120119405	-0.002041536590170024	0.030364065794780116	-0.03171622735176299
180	3	0.88408668376193	0.8712179292099697	0.07609540275754959	0.08705532930190288	-0.09874962121517981	0.0017662751377881195	-0.04438656041466775	0.07061184680355471
180	4	0.8190881946083535	0.6818719969626361	0.754248651934779	0.12532213387708632	-0.006892453466815716	0.004866074034821088	-0.04928852279368609	-0.03353479156879224
180	5	0.7167828693971663	0.484534381435116	0.48596376308404987	0.6076875768087375	-0.0023441273527285973	0.10818588311857628	-0.03145305308684197	-0.004295419152572487
180	6	0.6842215813939229	0.4123986423674823	0.4322762695639771	0.33419175606771784	0.301096784216064	0.004509522587499018	0.03980169213185943	-0.07356304399902285
180	7	0.37125701241873627	0.08820466214000594	-0.014848138958883105	-0.019389752288937315	0.09719983618341026	0.049206992651500095	0.06951727573277423	0.00228768348205724
180	8	0.11358971320435429	0.025796606992703253	0.06199090846703247	-0.010692439679994592	-0.0024298565314512183	-0.013896939916205846	0.019681934052467417	-0.026728506853634985
180	9	0.2068219258750011	-0.023110904087741652	0.04041400826012739	0.03312825992562067	-0.03845405615994619	-0.020306399898471838	-0.003238379268250014	-0.007126356795537138
190	3	0.8324382139772633	0.7505852617197029	-0.13363231825517588	0.04058467106615491	-0.05873791890059817	-0.04499530771557627	-0.1764788368906142	-0.2088275647696022
190	4	0.7758515057349349	0.6230344798625925	0.7924096380609897	-0.07079335259150335	-0.03588459884953533	0.03889011303448524	-0.0811674052923751	0.09368731003838711
190	5	0.8193461029871887	0.6022767114835845	0.5522863758939989	0.7372223898573327	0.031288564881702785	-0.024230838910386257	-0.03058260961009028	0.008028038127890096
190	6	0.7458776363999341	0.5720168535970338	0.4149099166316648	0.4425281742769813	0.7313648637040266	-0.038918474734649156	0.018139206816759436	-0.007769884496291331
190	7	0.6340429092170026	0.2985327850911623	0.22264690681024168	0.12796895263627228	0.24365707927444621	0.21737503593946908	0.057851625331180045	-0.0441328473690857
190	8	0.3260827336209004	0.02426557756507148	0.036875678295880475	-0.0488836982820013	-0.013578339372862956	0.012018443690647836	-0.04786929243866045	-0.004424612177613453
190	9	0.12674380807772656	0.017628605396203548	0.030219938671237605	-0.01776816001142798	-0.02723505774307208	-0.045109696750767835	-0.005813036381278266	-0.07260947702698413
200	3	0.8531677138596845	0.8044122539871206	0.029295549705643305	-0.0793685134289233	-0.10051414743890633	-0.16719236314750163	0.13153693519035847	0.05261251118394238
200	4	0.8486858836558916	0.6753927962719984	0.7100859282587959	-0.04338950137366824	-0.1519040508910475	0.03653230461986275	-0.14622475413245406	-0.06557426970124841
200	5	0.8468990740692345	0.7071230454237019	0.5220503525244042	0.6266519568151858	-0.07118888549191092	-0.014838898857562932	0.031043096239325045	0.010899076193682938
200	6	0.7802354848309667	0.6337911807325936	0.5195878889909273	0.5834927101079275	0.7737120997491846	-0.011103163651103632	0.07684848513812377	-0.0084446632511547
200	7	0.1877339717743794	-0.031490843219589976	0.0628045402130132	0.028150061885614995	0.019136936414279812	-0.06840014176206705	0.009454542531617562	-0.04646084195724701
200	8	0.7274989410149669	0.5057562421131592	0.33916491706715296	0.20353850958113315	0.1948477134666245	0.340623599388446	0.4186110885420976	0.009948181265448058
200	9	0.17034626197954764	0.01600172821655999	0.034223466411051215	0.0017619391781685807	0.03767170433070498	0.015897954291492093	0.0133201105849013	0.026184034002678838
210	3	0.8060474790370805	0.8093010596180005	0.02893341780930451	0.09717941968977675	-0.04954608392222311	0.09181927233345484	0.1217032617931645	0.04664871607071922
210	4	0.8485979415451159	0.5898708338290788	0.6713920525674408	-0.01567600453557084	-0.049007807690328725	0.018919418532118773	0.06750810221579633	-0.07524492816144665
210	5	0.6991737249299298	0.5372175538568755	0.6618841081225495	0.794325878268736	0.09574334880996499	-0.04640464020021073	0.1505840180385884	0.02826407389127727
210	6	0.8225461058879908	0.5833177411056357	0.4572840680840264	0.4882898317832713	0.6720053950104753	-0.03017558563784577	0.033393040226338315	0.007579936279388658
210	7	0.461038124551001	0.11581378390351059	0.08412445289349087	0.052053967830194815	0.12524970720261872	0.04149329813367048	-0.006465148156124278	0.0116903002539554
210	8	0.3594459647314664	0.07155783471197186	0.06513090868788414	0.07655119265168686	-0.008527089089333181	0.07716794756550957	0.014022680212616998	-0.019328290586891308
210	9	0.17126180967431195	0.0629537595911647	-0.003324030216624551	0.050407363748605494	-0.051795195589737934	0.00811436369841223	-0.03868958442555947	0.031810557611042754
220	3	0.7959855363135251	0.7898790231101379	0.08440938678005193	-0.0984716848689979	0.09345910884679173	-0.07490031761284277	0.08140869928020071	0.18861466699600665
220	4	0.7579486717554318	0.6738929974499569	0.8579833262623267	-0.0593271460765519	-0.050226090901530025	-0.041928971364365165	0.012382024552199448	-0.08042297589567553
220	5	0.7851731950106275	0.570945161189495	0.5297564703964293	0.7508066285405981	-0.0046684102074285696	0.01857587399096108	0.01685784335029577	0.02180514876991107
220	6	0.5432469628795555	0.3092959013794359	0.14359454253655074	0.21376917628567788	0.26066793978378516	-0.035222124644116004	-0.07587905715275904	0.05376988928960061
220	7	0.17722988651981975	0.018462942262482678	0.0002450942653533473	0.07595237379394969	-0.003956025646880608	-0.02344287358193144	-0.002577749459413722	0.009410185745284964
220	8	0.7088711108002062	0.5072639875030639	0.39470083449117305	0.2846328024544124	0.3627185801238546	0.3808149740635214	0.5064144599765488	0.000900257634021741
220	9	0.12488566809401964	-0.008749833133695756	0.041095459492009136	0.0507361985520251	-0.013565641017322268	-0.022048201043465464	-0.014125616433464954	-0.025285475947866662
230	3	0.820560772426935	0.7993331117941973	0.0005955451108864331	-0.02232080383901655	-0.06223361321490402	-0.006823813714865118	-0.17078948937716287	-0.04761298279784509
230	4	0.8446801041069522	0.5643942645633212	0.6600606852500355	0.1513188692218403	-0.008485230181000811	0.05987744390494284	-0.0044626109342126696	-0.08989809813174655
230	5	0.7448806711972306	0.5289731987070562	0.49259556797438436	0.7275989527128618	0.03755515637192954	-0.0069927963847310195	0.003064705261703181	-0.025069816768052224
230	6	0.7582149267677382	0.5411607131949191	0.4021791483999486	0.4585367381732865	0.7036134232968924	0.08069516700030227	-0.017103273621188443	0.03586093894975616
230	7	0.4682953091203462	0.17909370493617055	0.02163461171123657	0.016165543626945736	0.0434080193303941	0.1519326363174146	-0.05081859500165133	0.0690014827054928
230	8	0.1671609558188324	0.2040461251559774	0.044070038560843953	0.0375739328327883	0.04904366238204587	0.05943713255332107	0.023563639224632667	0.01644716631740062
230	9	0.1773162966119317	0.044634678446626413	0.031376146990761654	0.00805120065419805	-0.004713271694917163	-0.02363580716522974	-0.037628951920537904	-0.013235845371123031
240	3	0.8515344260240734	0.8464091168452719	0.11239841069401908	0.10938887282395843	-0.05702584223691433	0.029206860196284212	-0.045971439376130324	-0.02367728456221733
240	4	0.8377541413664604	0.692252319707213	0.8085509126081097	0.05170026277480414	0.024489212247826526	-0.034165963098653516	0.014644658799032905	-0.045450414862113465
240	5	0.796560261223573	0.5223376623833103	0.5228942725364943	0.7406045761560082	0.10956360955741279	-0.008501808552025208	-0.05311688366674685	0.0263878058620494
240	6	0.7954177154044004	0.4936356990573208	0.47558691827521726	0.5480611178310507	0.7367090279854716	0.008029500222360481	0.04022890691404519	-0.04321847586867056
240	7	0.7937025173441378	0.5507468397990827	0.44639540805404787	0.3911857008007162	0.3932036245325957	0.7199922911305529	0.02833680135015453	-0.007342784542510127
240	8	0.17438094791218478	0.04552661626006975	0.0506932913618754	0.07797949276346591	-0.007688515637825075	-0.045846222323322715	-0.025339968176134604	-0.05612814188212389
240	9	0.15386966114118725	0.05964596216843287	-0.01342600943694149	-0.001114439569123033	0.004414558403306449	0.0245332640473547	-0.05035630355198927	-0.0426872454912848
250	3	0.8662686906084416	0.786114025647787	0.11690045718973076	-0.025408861657724865	0.0426068453343449	0.13247139723415094	0.048741681321807985	0.006727342485852458
250	4	0.8674132672620766	0.7082850817135241	0.7126244554822712	0.03392672493878841	0.09274335108066352	-0.07942807981606947	-0.017254879503920146	0.03242075193152957
250	5	0.8232503807661466	0.613030706289549	0.5330553546785962	0.6722530196082387	-0.04452806087362685	0.013237893954894477	0.024290022687730516	-0.020562370697382704
250	6	0.851677886322271	0.6206241759043525	0.4757138272249741	0.5263238330645985	0.7025500204159162	0.011340180760232873	0.033903672824056985	0.06390954822009862
250	7	0.7415340120369912	0.4693437086716895	0.3105240568909627	0.2696585075889443	0.27741120034162736	0.4979976161069918	0.10667804305499175	0.05168290325018064
250	8	0.23837786350593254	-0.027560474271238335	-0.012686341327522317	-0.019538814720464898	-0.05248551697616359	-0.01620590920259711	-0.0076672628172319715	-0.03815098445431916
250	9	0.5005316873795638	0.16164472092134075	0.02546627058408839	0.02237050351608797	0.07462334273012773	0.026783068660605477	0.06439705993017128	0.0713197261565751
260	3	0.7994577798027371	0.6531208688118667	0.08309297428140774	-0.1339045055051226	0.02083563820217516	-0.03254332026424891	-0.06938438527412448	0.054317979278302224
260	4	0.8236598007575677	0.5822253139637527	0.6446220695785467	0.009171067727202366	-0.12171296892128591	-0.10738777116544067	-0.015253025219451207	-0.08003565010707012
260	5	0.7815135755119369	0.654803696862635	0.6358586377081809	0.7401063728717658	-0.054716719176168147	-0.007310798043963957	-0.035664616068009136	0.09898160074382535
260	6	0.7456913408062144	0.534970225135241	0.4257272313351758	0.44927510344142163	0.6710868715583453	-0.0029906288398525234	0.04983521921877001	-0.01429127393338468
260	7	0.6559953633563329	0.3011717779503412	0.21974596980562378	0.15320030974939236	0.1115208107151666	0.27045704001284815	-0.017814807852625646	0.05035119520859386
260	8	0.4211175549005456	0.106610710819999	0.05472794033887367	0.05210538427091789	-0.04523375060212834	0.0012150001622646454	0.14272843017721273	0.06554289074469218
260	9	0.14781294649203028	0.09286249787532631	-0.024921676276136343	0.01767946712607143	0.010085596916578073	-0.04246395932423353	-0.020276017983955195	-0.041424366812422814
270	3	0.8450348956743318	0.7723488094359393	-0.1879548300561033	0.0013113461371721073	-0.06739998085853846	-0.04689903763211749	0.058021423474773653	0.06486668932584244
270	4	0.8395749904079921	0.6226469951591711	0.7028654711418058	0.0015333385440093946	-0.01985578893664356	-0.02521208093603528	0.03916466179781693	0.05534674102355669
270	5	0.8325796274802186	0.702624474846503	0.6607830724045078	0.7825963268678452	-0.022585010503319375	-0.10730796463113092	0.05777611455983171	-0.012504011776659014
270	6	0.8754730045801351	0.6082566159587587	0.5274528244447714	0.5874301200838619	0.802519822486496	0.05297422259927911	-0.05514502207256624	-0.014083838947453617
270	7	0.12640082854753326	0.1262215724342545	-0.02216802221395517	0.006260221485199429	0.01581103887288508	0.03539292534862934	-0.007176888977333234	-0.025419431359394364
270	8	0.6605412949357338	0.36293923646868353	0.1834746807822606	0.1490202737669105	0.06608459075807577	0.11570576280627455	0.27177744855384994	0.15294665397747054
270	9	0.4230372742542673	0.1268431672893358	-0.0013661425201090783	0.008863089788122456	-0.029418990863646206	0.006292120937164588	0.037356542710470196	0.01861013246287596
280	3	0.7493691483119603	0.7153855081214571	0.03482366462407507	-0.04203959206677596	-0.05273005411403231	0.06361595044477465	0.040676507076623195	-0.03498034158551573
280	4	0.8310907648735375	0.6508527231207558	0.731764712448886	-0.07767482704757947	0.05738563835637607	0.0003663889671266159	-0.01853760743220715	-0.03191746261870143
280	5	0.7274195310945246	0.5521874220536751	0.5497952730805539	0.6783955924125247	-0.03706809866090614	0.02176100179886472	-0.09230501023327736	0.011173073641132266
280	6	0.7540621309546627	0.5507115722995694	0.35712002488152006	0.41082750255751316	0.7129343502275507	-0.006606759045953151	-0.029719246007560367	0.09240171187609493
280	7	0.1463566320394731	0.025140413539916282	-0.06037210879869043	0.005943629455273189	0.060920890460507575	0.015844873899818618	-0.006611232193227883	-0.04622721097005265
280	8	0.07070802284440875	0.08664418615927443	0.033112975507532075	0.05019911270341522	0.008145466737234484	-0.017025220322389005	-0.029330915295528216	-0.008169105402264506
280	9	0.07799643122313914	0.018956671352480678	0.014883607905516414	0.023340364349134834	-0.03424169270889335	-0.0017851153585958558	-0.044306851370601495	-0.022070442438196187
290	3	0.8195623208299275	0.765929679450869	0.14121761884966802	0.04708769008110679	0.030250921608268404	0.13343555212381314	0.04545280032782823	-0.03372649324330294
290	4	0.7145037766456374	0.5424675749832867	0.7460281541586615	0.045150278703804246	0.09114148232267638	-0.01378848989070656	0.07973727776027394	-0.008204379071896
290	5	0.8206409561230747	0.6021810221772795	0.5436499043691284	0.7235822499534775	-0.06698914162295669	0.0487823864655683	0.09335619565111598	0.044157130312234755
290	6	0.8276884954810153	0.6189997548987434	0.47589515113505	0.5816775884612259	0.8014551962117729	0.0006002737841927098	0.0866246259421178	-0.028839771893036922
290	7	0.44868097370535054	0.168225006892856	0.11844640889404638	0.11369784738078702	0.09157485997958562	0.1504838697269616	0.007053908996210318	0.029166716451796318
290	8	0.2183706457894837	0.051708196055220174	-0.016877445528259965	-0.011350220553095983	-0.016407440505066703	-0.013586258006308185	-0.016457890890994312	-0.05508365433901502
290	9	0.19389352439854854	0.12897659193920566	0.06739539873379441	0.0073028488767126155	-0.011459445758116695	-0.006798462975444822	0.015509146845599198	0.06900516054512647
300	3	0.8435570497290534	0.7815015071004959	-0.08508718814850888	-0.052182174638283785	0.009709177253399141	0.14809444642699732	0.21679070980274154	0.11964024544454353
300	4	0.8060010149584567	0.6173746081687485	0.7343008612733615	0.00932938767695707	0.12196629707959711	0.039375312121149746	-0.0275298431595897	0.09108939910278663
